,ID,bebidas,carnes,cereales,com_rapida,dulces,frutas,lacteos,leguminosas,miscelaneos,pescado,prod_maiz,sopas,verduras,Edad,Sexo,Entidad
85,0801901302,4.0,6.0,0.0,1.0,4.5,2.0,4.0,2.5,0.0,0.0,0.0,2.0,5.0,58.0,2.0,8.0
86,0801901801,7.25,5.0,8.0,0.0,0.0,1.75,6.25,0.5,1.0,3.0,3.5,0.0,10.5,74.0,2.0,8.0
87,0801902303,2.0,5.5,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.0,7.0,5.0,5.5,18.0,2.0,8.0
88,0801902601,3.0,6.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,5.0,73.0,1.0,8.0
89,0801902901,7.75,4.0,3.5,0.0,14.0,2.5,1.75,4.0,1.0,0.0,8.0,0.0,22.5,36.0,1.0,8.0
90,0801902904,5.5,4.0,6.0,0.0,6.0,2.0,2.5,3.0,0.0,0.0,7.0,1.0,15.5,12.0,1.0,8.0
91,0801903302,5.5,3.0,2.5,2.0,7.0,2.5,4.0,1.0,2.5,5.0,11.0,1.75,9.0,49.0,2.0,8.0
92,0801904201,1.95,3.0,1.5,0.0,1.5,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.5,77.0,2.0,8.0
93,0801904301,9.5,11.0,3.5,1.0,6.0,3.0,0.25,2.0,1.5,0.0,2.0,3.0,11.5,66.0,1.0,8.0
94,0801904503,7.75,5.5,5.25,2.0,7.0,7.0,2.0,0.0,0.5,11.0,0.0,1.0,10.5,15.0,1.0,8.0
95,0801904804,5.0,6.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,9.5,15.0,2.0,8.0
96,0801905002,6.0,10.25,3.0,3.5,0.0,5.5,5.0,1.25,2.0,3.0,0.0,0.0,10.0,,,
97,0801905401,4.0,7.0,3.5,1.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,3.5,4.0,71.0,1.0,8.0
98,0801905403,3.5,6.0,3.5,6.0,3.5,4.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,26.0,2.0,8.0
99,0801906901,8.83,11.0,5.0,1.0,10.5,7.0,2.0,1.0,2.0,2.0,0.0,1.0,12.0,56.0,2.0,8.0
100,0801908002,7.45,2.0,8.0,1.0,11.0,5.8,4.0,4.0,1.0,0.0,6.0,4.0,12.0,47.0,2.0,8.0
101,0801908202,6.5,6.0,1.0,1.0,7.2,3.0,0.0,1.0,1.0,0.0,5.0,1.0,20.0,,,
102,0801908801,4.0,1.0,4.0,0.0,5.0,7.33,3.5,1.0,5.0,1.75,0.0,1.0,22.83,53.0,2.0,8.0
103,0802100303,5.0,9.0,4.0,1.0,5.0,6.0,7.5,1.75,3.5,4.0,3.0,0.0,18.83,44.0,2.0,8.0
104,0802100505,4.0,1.0,3.5,1.0,6.5,2.5,4.25,0.0,0.0,0.0,1.0,1.0,0.5,13.0,2.0,8.0
105,0802101202,6.5,5.0,3.01,1.0,1.0,5.0,0.0,0.25,0.0,0.0,1.0,3.0,4.33,57.0,2.0,8.0
106,0802101401,12.25,6.0,3.75,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,45.0,1.0,8.0
107,0802101403,4.0,3.0,2.5,2.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,2.0,1.0,12.0,2.0,8.0
108,0802102604,4.75,6.0,7.5,8.0,4.0,1.0,5.0,1.5,2.5,6.0,4.0,4.0,13.0,13.0,1.0,8.0
109,0802102705,3.5,3.0,3.0,1.0,1.0,7.5,3.0,2.0,1.5,1.5,3.0,0.0,12.5,45.0,1.0,8.0
110,0802102801,2.5,13.0,2.5,2.5,0.0,7.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,74.0,1.0,8.0
111,0802102904,4.0,6.0,0.75,3.0,4.0,2.0,2.0,0.25,0.0,1.0,2.0,1.0,5.0,14.0,2.0,8.0
112,0802300202,2.5,5.0,7.0,4.0,4.83,6.0,2.5,0.25,1.6600000000000001,0.0,5.0,3.5,9.0,27.0,2.0,8.0
113,0802300504,1.5,2.0,3.5,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,2.5,13.0,2.0,8.0
114,0802300701,10.33,4.0,1.0,1.0,10.2,2.0,2.25,0.0,0.0,0.0,1.0,0.0,6.25,37.0,1.0,8.0
115,0802302301,10.5,4.0,1.0,3.0,3.0,3.0,1.5,2.0,0.0,0.0,1.0,4.0,1.0,27.0,2.0,8.0
116,0803100101,8.75,6.0,3.5,0.0,4.0,1.0,1.0,1.0,0.5,0.0,0.0,6.0,7.25,44.0,2.0,8.0
117,0803100102,12.0,8.0,7.0,1.0,7.0,3.0,2.0,3.0,2.5,1.0,9.0,4.0,18.5,,,
118,0803100701,6.23,7.0,10.0,1.0,2.0,5.0,2.0,2.75,1.0,4.0,1.0,2.0,15.67,70.0,1.0,8.0
119,0803101002,13.0,6.0,5.5,0.0,5.0,2.0,0.75,2.0,0.0,4.0,0.0,2.0,1.0,65.0,1.0,8.0
120,0803101102,3.0,7.0,8.0,6.0,0.5,5.0,2.5,3.0,3.0,2.0,5.0,5.0,8.0,49.0,2.0,8.0
121,0803101201,10.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,,,
122,0803101202,2.0,1.0,2.5,0.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,37.0,2.0,8.0
123,0803101401,1.5,2.0,1.0,0.5,2.0,9.5,5.0,3.25,0.0,0.0,0.0,1.0,13.0,19.0,2.0,8.0
124,0803101501,2.5,11.0,7.5,0.0,0.0,6.0,3.0,5.0,1.0,2.0,0.0,1.0,13.0,,,
125,0803101603,4.0,14.0,2.5,5.0,0.0,14.0,4.0,0.5,1.0,0.0,2.0,0.0,17.5,28.0,1.0,8.0
126,0803101604,5.0,9.0,7.25,6.0,1.0,5.5,2.0,2.0,0.0,0.0,0.0,1.0,2.0,14.0,1.0,8.0
127,0803101801,7.5,4.0,3.0,0.0,1.0,2.0,4.0,4.0,0.0,4.0,2.0,6.0,7.0,43.0,2.0,8.0
128,0803102102,11.0,3.5,4.0,3.0,3.0,2.0,5.0,0.0,0.5,0.0,6.0,2.0,8.0,13.0,1.0,8.0
129,0803102301,9.0,4.0,3.75,0.0,2.0,6.0,2.0,4.0,0.0,0.0,1.5,2.0,11.0,60.0,2.0,8.0
130,0803700701,5.5,3.0,2.0,1.0,3.5,1.0,1.25,0.0,0.0,0.0,4.0,1.0,1.0,63.0,2.0,8.0
131,0803701103,2.66,4.0,1.9100000000000001,6.0,5.5,6.0,1.5,0.5,1.0,0.0,5.5,0.0,10.0,48.0,2.0,8.0
132,0803701406,3.16,1.0,2.5,2.5,5.5,1.0,2.5,0.5,2.0,0.0,0.66,0.5,3.5,16.0,2.0,8.0
133,0803701701,15.5,13.66,2.25,3.0,6.0,0.5,6.5,2.0,5.0,0.0,1.83,2.0,8.0,22.0,2.0,8.0
134,0803701801,16.5,7.0,5.0,4.0,3.5,1.0,6.09,2.0,0.0,0.0,2.0,4.5,8.0,34.0,2.0,8.0
135,0803702601,8.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,0.0,4.0,43.0,1.0,8.0
136,0803702603,5.0,4.0,1.0,2.0,13.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,10.0,15.0,1.0,8.0
137,0803703001,5.33,4.5,4.0,0.0,0.0,3.0,1.5,0.25,1.0,4.0,0.0,2.0,3.0,77.0,1.0,8.0
138,0803703604,4.0,3.5,3.0,2.0,6.0,2.5,1.6600000000000001,3.0,1.0,0.0,1.0,2.5,1.0,16.0,2.0,8.0
139,0803703805,2.5,4.0,4.0,1.0,3.0,1.0,1.6600000000000001,1.0,4.0,0.0,0.0,1.0,5.0,14.0,1.0,8.0
140,0803705003,7.0,1.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,22.0,2.0,8.0
141,0803705004,7.0,5.0,5.0,6.0,2.5,20.0,5.0,2.0,1.0,0.0,1.0,4.0,21.0,17.0,2.0,8.0
142,0803705101,4.25,8.0,8.0,0.0,3.5,1.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,35.0,2.0,8.0
143,0803705602,1.0,4.0,2.0,0.0,5.0,10.5,1.5,4.0,0.0,2.0,2.0,1.0,20.0,53.0,2.0,8.0
144,0803706203,4.75,4.5,2.5,0.0,3.4,3.0,1.0,3.0,0.0,0.0,2.0,2.0,5.0,18.0,2.0,8.0
145,0803707204,1.6600000000000001,2.0,3.33,3.0,8.5,2.0,1.0,0.5,0.0,0.0,1.0,2.0,5.0,16.0,1.0,8.0
146,0803707304,7.0,12.0,1.0,3.0,7.0,5.0,0.0,0.5,1.0,0.0,4.0,0.0,9.25,15.0,2.0,8.0
147,0803707501,23.1,12.5,8.75,4.0,9.0,3.0,2.0,1.0,3.0,1.0,14.0,1.5,6.0,44.0,1.0,8.0
148,0803708202,3.5,2.0,1.25,0.5,1.0,7.0,1.0,1.5,0.0,0.0,0.0,2.0,7.5,32.0,2.0,8.0
149,0803708705,4.0,8.0,1.0,1.5,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,12.0,,,
150,0803708801,6.5,10.75,6.25,0.0,11.0,4.5,1.0,3.75,1.0,0.0,1.0,0.75,5.75,53.0,2.0,8.0
151,0805200702,4.75,4.0,0.0,1.0,0.0,2.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,50.0,2.0,8.0
152,0805200703,8.25,6.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,
153,0805201001,7.0,7.0,6.0,1.0,4.0,3.8,3.65,1.5,1.5,1.0,1.0,0.0,7.07,47.0,1.0,8.0
154,0805201002,5.0,3.0,4.25,0.0,6.0,2.0,5.0,2.0,1.5,1.0,2.0,0.0,7.0,41.0,2.0,8.0
155,0805201202,6.5,2.0,2.0,0.0,1.0,4.0,2.0,0.0,0.25,0.0,3.0,3.0,5.0,47.0,2.0,8.0
156,0805202802,9.0,9.25,7.25,4.0,5.0,6.0,2.75,0.5,2.0,0.0,3.0,3.0,27.5,34.0,2.0,8.0
157,0805203701,7.0,4.0,3.0,0.5,3.0,0.5,2.0,0.25,2.0,0.0,2.0,2.0,2.25,,,
158,0805500302,3.0,0.0,0.0,1.0,7.0,4.0,4.25,7.0,0.0,0.0,3.0,0.0,1.0,16.0,1.0,8.0
159,090005,6.0,4.0,9.5,1.0,6.5,5.0,7.0,1.0,1.5,0.0,1.5,6.0,22.25,12.0,1.0,9.0
160,0900200501,4.5,6.5,5.5,3.0,3.5,10.0,1.25,1.0,0.5,0.0,1.0,0.0,12.5,,,
161,0900201902,10.25,7.0,4.25,0.0,3.0,5.5,3.0,1.5,0.0,0.0,3.0,0.0,8.17,47.0,2.0,9.0
162,0900500202,6.0,9.0,11.0,1.0,1.0,21.0,8.0,7.0,0.0,2.0,8.0,5.5,11.5,59.0,1.0,9.0
163,0900500903,4.0,2.5,1.5,1.0,4.01,8.5,2.0,2.0,0.0,2.0,0.0,1.0,22.0,40.0,2.0,9.0
164,0900501401,14.42,4.0,4.0,3.0,7.0,12.5,21.0,1.0,1.0,1.0,3.83,0.0,16.67,20.0,1.0,9.0
165,0900502005,9.83,5.5,3.33,2.0,16.0,1.0,4.25,0.25,1.5,0.0,3.25,2.25,5.25,,,
166,0900502401,6.25,9.0,2.0,0.0,10.0,5.25,2.0,1.0,4.0,3.0,7.0,1.25,17.5,59.0,2.0,9.0
167,0900502801,6.0,5.0,1.67,0.0,6.5,3.0,6.25,1.0,0.25,0.0,3.0,1.0,8.51,44.0,2.0,9.0
168,0900504802,5.0,5.0,11.26,2.0,3.2,6.5,2.0,0.5,1.0,9.0,2.0,4.0,13.5,36.0,2.0,9.0
169,0900504904,10.0,3.0,0.5,0.0,3.25,3.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,19.0,2.0,9.0
170,0900505503,10.08,6.0,6.5,4.0,4.0,7.5,5.0,0.5,6.0,0.0,6.75,2.0,8.16,42.0,1.0,9.0
171,0900507003,5.3100000000000005,3.96,2.63,2.0,7.0,2.65,2.0,0.5,0.25,0.0,0.0,1.0,8.17,34.0,2.0,9.0
172,0900507102,8.93,10.67,2.76,5.0,1.0,2.0,2.0,3.5,6.0,0.0,2.0,0.5,22.33,32.0,2.0,9.0
173,0900507201,9.36,7.5,3.5,0.0,3.0,3.0,3.0,0.5,6.0,0.0,2.0,2.0,7.529999999999999,23.0,2.0,9.0
174,0900509305,5.5,4.0,5.0,6.5,16.0,10.02,6.5,0.0,0.0,0.0,2.0,2.0,4.83,14.0,2.0,9.0
175,0900601001,6.5,4.83,5.13,2.0,3.05,3.5,3.5,0.0,2.25,0.0,3.5,0.8300000000000001,2.0,63.0,2.0,9.0
176,0900601002,12.78,7.5,6.01,6.0,10.93,3.67,1.0,0.5,0.0,0.5,3.0,1.0,10.0,36.0,1.0,9.0
177,0900603102,11.0,9.5,6.0,1.0,3.33,4.25,5.0,2.0,0.5,0.0,1.0,2.0,20.0,52.0,2.0,9.0
178,0900700101,3.0,8.0,0.0,0.0,1.0,0.0,1.0,1.5,1.0,0.0,1.0,1.0,3.0,56.0,1.0,9.0
179,0900700106,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,12.0,1.0,9.0
180,0900700302,7.0,8.0,3.0,0.0,10.0,7.0,3.0,2.0,5.0,0.0,3.0,3.0,4.0,13.0,1.0,9.0
181,0900700602,10.0,6.0,6.0,1.0,2.5,7.25,9.0,2.25,0.5,4.0,4.0,1.5,11.0,29.0,1.0,9.0
182,0900700703,11.16,5.5600000000000005,7.0,5.0,3.0,6.9,7.75,1.0,2.0,0.0,0.0,1.0,14.5,32.0,2.0,9.0
183,0900701203,7.0,4.0,7.0,1.0,3.5,4.92,2.5,2.5,2.5,0.0,2.5,2.5,7.4,29.0,2.0,9.0
184,0900701501,0.33,1.0,0.5,2.0,2.12,0.0,6.0,1.0,0.0,0.0,2.0,0.25,1.5,83.0,2.0,9.0
185,0900701602,11.0,4.5,14.0,2.0,13.5,7.5,5.0,2.0,1.0,3.0,3.0,4.0,20.0,47.0,1.0,9.0
186,0900702201,11.25,11.75,6.0,1.0,4.0,2.5,5.5,4.0,0.0,0.0,2.75,3.0,8.52,36.0,1.0,9.0
187,0900702202,7.0,7.5,8.0,1.25,5.0,2.25,4.0,1.0,0.0,0.0,4.0,2.0,1.75,61.0,2.0,9.0
188,0900702701,4.08,3.75,1.5,0.0,2.0,8.0,1.2,1.0,1.0,0.0,1.5,0.0,0.0,64.0,2.0,9.0
189,0900703403,15.25,9.0,4.0,5.0,14.0,9.67,10.0,4.0,4.0,4.0,5.0,3.0,21.0,33.0,1.0,9.0
190,0900800701,5.0,2.5,2.0,0.0,4.0,7.0,1.0,2.0,1.0,0.0,1.0,1.0,9.0,55.0,2.0,9.0
191,0900800801,7.0,6.0,2.0,2.0,1.0,4.4,3.5,1.0,2.5,0.0,3.0,2.5,10.5,65.0,2.0,9.0
192,0900801104,9.0,8.0,2.75,8.0,1.0,3.5,10.0,1.0,0.0,0.0,0.0,2.0,4.0,12.0,1.0,9.0
193,0900801204,8.5,4.25,2.75,3.0,2.0,4.5,9.0,1.0,0.0,0.0,2.0,1.0,7.0,,,
194,0900801301,4.0,5.0,3.0,1.0,1.0,2.0,2.25,1.0,2.0,0.0,2.0,2.0,4.0,62.0,1.0,9.0
195,0900801904,12.67,7.0,2.25,1.5,6.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,15.0,2.0,9.0
