,ID,bebidas,carnes,cereales,com_rapida,dulces,frutas,lacteos,leguminosas,miscelaneos,pescado,prod_maiz,sopas,verduras,Edad,Sexo,Entidad
589,1302801104,5.66,3.0,4.5,1.5,16.0,2.75,3.0,1.0,0.33,0.0,4.5,2.0,2.0,14.0,2.0,13.0
590,1302801401,8.0,5.0,4.75,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.25,4.5,49.0,1.0,13.0
591,1302801905,5.08,8.0,0.0,1.0,0.33,2.0,2.5,1.0,2.0,1.0,0.0,0.0,4.33,15.0,2.0,13.0
592,1302802304,7.5,4.0,2.5,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,2.25,32.0,2.0,13.0
593,1302802701,5.38,2.0,3.5,0.0,1.0,1.0,3.33,2.0,0.0,0.0,1.0,1.33,5.5,42.0,2.0,13.0
594,1302803502,6.0,6.0,5.5,2.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.25,15.0,1.0,13.0
595,1303700204,6.25,2.75,5.25,0.0,4.0,0.0,1.5,0.0,1.0,1.0,10.0,2.5,4.5,30.0,1.0,13.0
596,1303700403,4.0,1.5,1.0,2.0,9.0,1.0,3.0,0.75,0.0,0.0,1.0,1.0,2.0,14.0,1.0,13.0
597,1303700901,11.0,5.5,4.25,0.0,4.0,3.0,2.0,0.25,0.0,0.0,4.0,0.5,8.0,54.0,1.0,13.0
598,1303701301,5.5,3.0,2.0,1.0,3.0,3.0,2.5,0.0,1.0,1.0,3.0,1.0,16.33,40.0,2.0,13.0
599,1303701302,8.5,6.0,2.0,1.0,5.0,2.0,2.75,0.0,2.0,0.0,7.0,2.0,2.0,14.0,2.0,13.0
600,1303701801,10.0,9.0,10.0,1.0,8.5,5.0,1.5,2.0,3.0,0.0,2.0,2.0,15.0,51.0,1.0,13.0
601,1303702003,5.0,11.0,9.0,0.0,10.0,5.0,2.5,1.5,0.0,0.0,3.0,0.0,17.5,13.0,1.0,13.0
602,1303702203,4.0,4.5,2.0,1.0,1.5,5.33,1.5,0.0,0.0,0.0,1.0,1.5,6.0,15.0,2.0,13.0
603,1303702402,5.25,3.0,1.0,0.0,1.1,1.33,1.08,1.0,0.0,0.0,1.0,0.5,1.38,62.0,2.0,13.0
604,1303702603,4.5,4.0,5.0,0.0,1.0,6.0,2.5,1.0,0.0,0.0,9.0,1.0,1.0,16.0,1.0,13.0
605,1303702902,5.0,5.0,3.5,2.0,6.0,3.0,2.0,1.0,0.0,0.0,4.0,1.0,6.0,46.0,2.0,13.0
606,1303703102,5.5,9.0,0.0,1.0,10.0,3.5,8.0,1.0,0.5,0.0,3.0,1.0,6.0,36.0,2.0,13.0
607,1303703302,4.5,2.0,2.0,0.0,1.0,3.0,1.5,1.0,0.0,0.0,1.0,1.0,0.25,53.0,2.0,13.0
608,1304800804,3.0,5.5,2.0,2.0,1.5,2.0,3.0,0.0,2.0,1.0,2.0,0.5,0.5,20.0,2.0,13.0
609,1304801502,7.0,3.0,2.0,1.0,6.5,2.0,1.5,2.0,1.0,0.0,6.0,1.0,5.0,36.0,2.0,13.0
610,1304802101,6.5,8.0,4.55,1.0,4.0,5.1,1.0,0.5,2.0,1.0,4.0,1.0,6.0,61.0,1.0,13.0
611,1304802203,8.25,7.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,40.0,1.0,13.0
612,1304802405,7.0,9.0,2.1,1.0,2.0,5.0,0.75,0.0,0.0,0.0,2.0,3.0,0.0,15.0,2.0,13.0
613,1305100101,9.55,4.0,6.0,1.0,6.0,3.0,9.81,0.75,4.0,1.0,1.0,3.8,9.33,36.0,2.0,13.0
614,1305100103,7.55,4.0,6.0,1.0,5.0,3.0,9.5,0.75,4.0,1.0,2.0,3.8,9.33,17.0,2.0,13.0
615,1305100503,11.379999999999999,7.0,6.75,3.0,8.0,5.0,2.0,2.0,6.0,0.0,3.0,3.0,5.0,15.0,1.0,13.0
616,1305101003,4.0,9.0,1.83,1.5,10.75,3.0,4.0,1.0,0.0,0.0,2.15,0.0,0.8300000000000001,,,
617,1305101101,9.5,17.0,9.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,9.9,46.0,1.0,13.0
618,1305101902,1.88,0.0,0.5,1.0,0.0,4.5,0.5,0.66,0.0,0.0,1.0,0.5,8.5,63.0,2.0,13.0
619,1305101903,5.85,6.25,1.75,5.0,9.5,4.0,5.13,1.6600000000000001,1.0,0.0,1.0,1.0,3.33,18.0,1.0,13.0
620,1305102101,8.16,5.0,1.0,3.0,3.0,0.0,3.5,2.0,0.0,0.0,0.0,2.0,7.5,47.0,1.0,13.0
621,1305102104,12.32,6.0,11.5,3.0,10.25,6.33,2.0,0.5,4.0,0.0,4.0,4.0,1.0,19.0,2.0,13.0
622,1305102301,15.95,5.0,1.0,5.0,3.33,4.0,5.0,0.5,3.0,0.0,2.0,2.0,8.0,28.0,1.0,13.0
623,1305102601,13.0,8.5,3.0,4.0,6.0,6.55,2.0,0.0,2.0,0.0,4.0,2.0,4.5,38.0,1.0,13.0
624,1305102701,4.5,10.0,10.25,1.0,1.25,8.0,8.5,3.0,2.5,4.0,1.0,1.0,22.5,42.0,2.0,13.0
625,1305103502,4.5,6.25,1.0,0.0,0.0,1.0,1.0,1.26,0.0,0.0,0.0,0.0,0.0,61.0,1.0,13.0
626,1305103601,4.0,2.0,3.0,0.5,2.5,5.0,6.0,0.0,0.0,0.0,1.0,2.33,11.34,70.0,2.0,13.0
627,1305103804,7.5,4.0,12.75,2.0,8.36,2.0,1.5,2.0,4.33,0.0,0.0,1.5,3.0,16.0,1.0,13.0
628,1305400302,6.0,5.0,1.5,2.0,1.0,3.0,5.0,1.5,0.0,0.0,5.0,0.5,5.5,20.0,1.0,13.0
629,1305401201,2.0,5.0,1.5,0.0,3.0,8.0,2.0,0.75,1.0,0.0,5.0,0.0,6.0,53.0,2.0,13.0
630,1305401302,2.0,9.0,4.25,1.0,4.0,5.25,2.0,3.5,1.0,0.0,1.0,1.0,1.5,16.0,1.0,13.0
631,1305401804,2.25,4.0,7.0,1.0,2.0,1.0,4.0,0.5,2.0,0.0,1.0,3.0,6.0,17.0,2.0,13.0
632,1305402402,6.25,3.0,3.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,3.0,1.0,10.25,62.0,2.0,13.0
633,1305402602,1.75,2.65,1.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,2.0,1.0,10.25,72.0,2.0,13.0
634,1305402803,7.4,11.0,3.75,0.0,9.0,4.0,1.0,0.5,0.0,4.0,4.0,0.0,16.0,19.0,2.0,13.0
635,1305403203,10.0,5.0,0.0,1.0,0.0,4.75,0.0,1.0,0.0,0.0,2.5,1.0,9.0,45.0,2.0,13.0
636,1306100901,7.0,6.0,6.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,8.0,,,
637,1306100902,11.0,6.0,4.0,1.0,5.0,2.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,24.0,1.0,13.0
638,1306101102,5.5,12.0,1.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,7.0,23.0,2.0,13.0
639,1306101301,4.0,5.0,5.0,0.0,3.0,5.0,0.0,1.5,0.0,0.0,0.0,1.0,14.25,43.0,2.0,13.0
640,1306101302,2.0,2.5,5.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.5,10.25,12.0,2.0,13.0
641,1306101602,7.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.5,2.0,,,
642,1306101801,7.5,4.0,6.0,1.0,4.25,4.0,3.5,1.5,1.0,0.0,3.0,3.0,9.75,,,
643,1306102001,4.5,4.5,2.0,0.0,2.0,5.0,4.5,1.0,0.0,0.0,0.5,2.0,9.5,42.0,2.0,13.0
644,1306102602,4.13,4.5,3.5,0.0,0.0,2.0,1.75,0.0,0.0,0.5,0.0,1.4,1.5,38.0,2.0,13.0
645,1306103004,7.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,1.0,24.0,2.0,13.0
646,1306900102,1.5,5.0,0.0,1.0,2.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,3.75,14.0,2.0,13.0
647,1306901002,5.0,1.0,3.5,1.0,1.0,2.0,4.75,0.5,0.0,0.0,2.0,2.0,9.0,69.0,2.0,13.0
648,1306901801,3.5,6.0,0.75,3.0,1.25,3.0,0.5,1.0,0.0,0.0,0.0,1.0,13.0,51.0,2.0,13.0
649,1307700602,21.0,4.5,3.0,1.0,8.0,11.0,2.67,1.0,6.5,1.0,1.0,3.0,14.58,73.0,2.0,13.0
650,1307702205,13.0,9.0,5.0,0.0,2.0,3.0,1.5,4.0,2.0,0.0,0.0,0.0,18.0,17.0,1.0,13.0
651,1307702404,11.0,8.0,1.5,1.0,6.0,0.0,0.0,0.75,3.0,0.0,8.0,1.5,5.0,38.0,2.0,13.0
652,1307703501,10.0,12.0,3.0,1.0,4.0,6.0,5.5,4.0,1.0,0.0,7.0,4.0,31.84,46.0,2.0,13.0
653,1307703901,8.0,3.0,4.5,1.0,2.0,2.5,3.0,1.0,0.0,0.0,0.0,1.0,11.0,43.0,2.0,13.0
654,1307704401,5.5,6.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0,1.0,2.0,51.0,2.0,13.0
655,1307704801,14.0,7.0,3.0,3.0,2.0,0.0,2.0,0.5,0.0,0.0,4.0,0.0,5.0,,,
656,1307704902,10.25,6.0,4.0,1.0,6.0,5.0,3.0,3.0,0.0,0.0,4.0,1.0,15.0,44.0,2.0,13.0
657,1400800701,8.379999999999999,15.5,4.0,2.0,9.0,4.33,2.0,2.0,1.0,0.0,1.0,1.0,6.16,38.0,2.0,14.0
658,1400801601,7.66,1.0,2.75,3.0,3.5,5.5,2.5,1.0,2.0,0.0,3.0,1.0,2.0700000000000003,51.0,2.0,14.0
659,1400801602,8.58,1.0,5.0,4.5,15.0,5.0,8.16,4.0,8.5,0.0,10.0,1.75,7.75,,,
660,1400801803,7.0,7.0,1.0,1.5,10.5,5.25,2.0,0.0,1.0,0.0,0.0,1.0,5.0,16.0,2.0,14.0
661,1400802504,8.25,3.0,2.5,1.0,10.5,4.25,5.0,1.0,1.0,0.75,0.0,0.0,6.5,,,
662,1400803602,11.0,17.5,9.5,2.0,22.5,9.65,3.5,11.0,2.0,4.0,7.2,4.0,23.5,63.0,1.0,14.0
663,1403900202,7.0,6.0,3.5,1.0,4.5,9.5,5.0,0.0,2.0,0.0,4.5,1.0,12.0,44.0,2.0,14.0
664,1403902302,9.0,8.0,5.75,2.0,3.25,4.0,2.0,1.0,0.0,4.0,0.0,1.75,14.09,47.0,1.0,14.0
665,1403905402,10.5,7.0,3.0,1.0,8.0,5.0,2.7,1.0,1.0,2.0,5.0,1.0,23.5,38.0,1.0,14.0
666,1403905703,9.5,9.0,2.5,2.0,7.5,3.5,3.75,0.0,0.0,4.0,6.0,1.0,13.25,17.0,2.0,14.0
667,1403906201,11.0,6.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,3.0,1.0,4.0,9.42,68.0,1.0,14.0
668,1404400502,9.0,8.5,0.0,0.0,4.45,2.5,0.0,2.0,3.0,0.5,2.0,0.0,7.0,24.0,2.0,14.0
669,1404400901,9.0,5.0,8.0,2.0,0.0,21.0,5.0,1.0,0.0,1.0,7.0,1.0,20.0,,,
670,1404401301,14.0,5.5,4.25,1.0,3.0,1.0,0.0,0.87,2.0,0.0,11.0,1.0,3.83,41.0,2.0,14.0
671,1404401604,4.0,2.0,3.5,0.0,6.05,4.05,1.25,1.17,0.75,1.0,2.0,1.75,8.75,15.0,2.0,14.0
672,1404402401,2.16,6.0,3.25,1.0,4.0,0.0,1.0,0.25,2.0,3.0,5.0,2.5,7.5,21.0,2.0,14.0
673,1404402701,5.5,8.0,4.5,1.0,3.5,8.75,5.0,1.0,6.0,2.0,3.0,1.0,16.25,51.0,2.0,14.0
674,1405800102,15.0,16.5,4.0,4.0,8.5,2.0,5.5,2.25,0.5,0.5,5.0,3.0,16.25,26.0,2.0,14.0
675,1405800403,4.5,1.0,1.0,2.0,5.5,2.0,3.5,0.33,1.0,0.0,3.0,1.0,8.0,15.0,2.0,14.0
676,1405800704,8.0,6.0,5.5,1.0,3.0,6.0,3.5,2.0,1.0,1.0,10.5,2.0,10.0,26.0,1.0,14.0
677,1405801001,3.88,3.75,8.25,1.0,4.0,6.5,0.0,2.0,0.0,0.0,1.0,2.0,13.67,74.0,2.0,14.0
678,1405801201,5.0,5.0,1.5,0.0,2.0,2.5,2.0,1.0,2.0,0.0,3.0,1.0,3.5,67.0,2.0,14.0
679,1409300201,6.5,7.0,3.5,0.0,0.0,5.0,2.0,4.5,0.0,0.0,2.0,2.0,20.0,33.0,1.0,14.0
680,1409300401,5.75,16.0,4.75,5.0,3.5,2.5,2.0,0.0,1.0,0.0,1.5,1.0,8.0,24.0,1.0,14.0
681,1409301601,19.08,14.0,11.0,2.0,6.0,6.0,7.5,4.0,2.0,4.0,3.0,2.0,23.0,38.0,2.0,14.0
682,1409302201,8.16,6.0,5.0,1.0,10.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,4.0,35.0,1.0,14.0
683,1409800401,8.0,7.0,5.5,3.0,4.5,5.0,1.5,2.0,2.0,0.0,0.0,2.0,7.0,45.0,2.0,14.0
684,1409800505,7.0,15.0,12.0,2.0,13.0,4.5,4.0,8.0,3.0,0.0,0.0,5.0,9.5,18.0,1.0,14.0
685,1409801303,2.5,6.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,3.0,2.0,5.0,36.0,2.0,14.0
686,1409801305,3.0,5.0,4.0,1.0,12.5,3.0,4.0,3.0,4.0,0.0,7.0,5.0,10.5,13.0,2.0,14.0
687,1409801504,1.6600000000000001,6.0,5.5,0.0,4.5,7.0,2.5,0.5,0.5,1.0,1.0,1.25,6.0,18.0,2.0,14.0
688,1409801601,13.0,6.0,3.0,0.0,4.0,1.0,3.0,0.5,0.0,0.0,1.0,2.0,5.0,55.0,1.0,14.0
689,1409801603,5.0,5.0,22.0,1.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,2.0,13.0,25.0,1.0,14.0
690,1409801605,2.0,4.0,6.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,18.0,1.0,14.0
691,1409801703,6.0,3.0,8.0,1.0,13.0,0.25,1.0,4.0,1.0,0.0,3.0,1.0,2.0,28.0,1.0,14.0
692,1410100902,12.75,9.0,5.0,1.0,4.0,8.5,2.0,5.0,2.0,1.0,7.0,6.0,22.0,58.0,1.0,14.0
693,1410101101,3.0,3.0,3.5,2.0,2.0,11.0,0.0,1.0,0.0,0.0,3.0,2.0,23.0,78.0,1.0,14.0
694,1410101703,11.0,4.0,2.5,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,38.0,2.0,14.0
695,1410102002,4.0,10.0,9.5,3.0,11.25,4.0,4.5,2.0,5.0,0.0,4.0,3.0,8.59,18.0,2.0,14.0
696,1410102202,5.75,3.0,3.75,2.0,2.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.5,66.0,2.0,14.0
697,1412001101,6.75,5.0,3.5,0.0,0.0,3.5,0.0,1.0,1.0,4.0,2.0,2.0,13.0,66.0,1.0,14.0
698,1412002402,3.0,4.0,3.5,0.0,1.0,3.25,4.35,1.5,2.0,1.0,0.0,2.5,12.75,59.0,2.0,14.0
699,1500100301,2.0,6.67,3.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,2.0,8.0,53.0,1.0,15.0
700,1500100304,5.0,6.0,3.8,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,0.4,14.0,2.0,15.0
701,1500100702,1.5,2.0,7.76,0.0,2.0,4.0,0.0,0.25,1.0,0.0,0.0,1.75,9.5,12.0,2.0,15.0
702,1500100802,3.75,6.0,5.5,0.5,0.0,8.23,1.75,1.5,0.0,0.0,2.0,1.0,8.33,35.0,2.0,15.0
703,1500101102,12.0,5.0,0.0,0.0,3.0,2.0,9.0,3.0,0.0,0.0,4.0,1.0,1.67,31.0,1.0,15.0
704,1500101203,6.0,12.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,20.0,1.0,15.0
705,1500101302,3.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,3.0,56.0,2.0,15.0
706,1500101303,3.5,5.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,5.5,20.0,1.0,15.0
707,1500101703,6.0,9.0,5.0,1.0,5.0,4.0,1.0,4.0,2.0,0.0,3.0,2.5,6.0,13.0,1.0,15.0
708,1500102202,2.0,3.5,0.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,36.0,2.0,15.0
709,1500102203,4.75,7.0,1.0,1.0,5.5,8.0,1.5,1.0,0.0,0.0,3.0,1.0,4.42,,,
710,1500102501,16.5,9.0,4.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,4.0,2.0,5.5,41.0,1.0,15.0
711,1502500802,3.25,10.0,12.0,2.0,5.5,0.0,1.5,1.33,0.0,4.0,2.0,3.0,1.6600000000000001,12.0,2.0,15.0
712,1502500905,7.5,15.0,8.0,5.5,13.83,5.5,3.0,3.5,4.0,1.0,5.0,3.5,21.5,22.0,1.0,15.0
713,1502502801,6.0,6.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,2.0,8.5,58.0,1.0,15.0
714,1502502903,5.25,11.0,1.5,1.0,13.469999999999999,3.67,7.0,0.66,1.0,4.0,5.33,2.0,8.0,16.0,1.0,15.0
715,1502503101,6.3,2.5,1.33,4.5,2.4,1.3,4.0,0.25,1.0,0.0,3.0,2.0,6.5,46.0,2.0,15.0
716,1502503102,7.66,5.0,5.66,0.0,13.0,0.5,6.0,0.33,4.5,0.0,4.5,2.0,3.0,17.0,2.0,15.0
717,1503300101,2.25,0.0,0.25,0.0,0.0,0.0,1.33,0.0,0.0,0.0,2.0,1.0,1.0,73.0,2.0,15.0
718,1503300103,3.0,1.0,1.0,4.0,4.5,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,38.0,2.0,15.0
719,1503300401,3.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,2.0,15.0
720,1503300402,4.0,4.0,1.1600000000000001,0.0,2.75,6.75,3.5,2.0,0.0,0.0,0.33,1.0,5.0,,,
721,1503301603,14.5,21.28,16.75,3.0,26.0,12.0,9.5,5.0,7.0,3.0,16.0,3.0,23.25,43.0,2.0,15.0
722,1503301604,7.25,8.0,12.629999999999999,3.0,16.0,13.25,11.0,1.5,2.0,0.0,3.0,1.75,7.27,12.0,2.0,15.0
723,1503301702,10.5,7.5,8.0,0.0,1.5,3.5,2.0,1.5,2.5,0.0,6.0,0.0,15.44,65.0,2.0,15.0
724,1503302801,11.25,7.83,2.0,1.0,0.2,4.75,1.0,2.0,0.0,0.0,1.0,3.0,5.5,,,
725,1503303305,2.5,4.25,1.75,2.0,2.5,0.5,6.25,1.0,1.25,4.0,0.0,0.25,4.0,19.0,2.0,15.0
726,1503303601,4.0,7.0,2.5,2.0,1.0,4.0,2.25,2.0,0.0,0.0,1.0,1.0,20.93,40.0,2.0,15.0
727,1503500103,8.75,4.0,3.0,0.0,4.0,2.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,15.0
728,1503500401,3.25,3.0,3.0,0.0,0.0,1.0,0.75,2.0,0.0,0.0,0.0,1.0,4.0,65.0,2.0,15.0
729,1503500402,2.0,7.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,,,
730,1503501001,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,5.0,55.0,2.0,15.0
731,1503501002,1.75,5.0,3.0,9.0,3.0,2.5,0.0,4.0,1.0,0.0,5.0,1.0,2.08,19.0,1.0,15.0
732,1503502601,9.58,4.25,8.75,4.0,2.03,6.0,3.0,2.5,0.5,0.0,3.0,2.25,14.0,48.0,1.0,15.0
733,1503503002,10.05,9.629999999999999,4.0,2.0,3.0,1.0,3.0,2.0,2.5,0.0,1.0,0.0,3.0,39.0,2.0,15.0
734,1503503003,8.08,3.0,4.0,3.0,5.0,1.0,8.0,1.0,3.0,1.09,1.0,1.0,4.0,13.0,2.0,15.0
735,1503503203,10.5,10.0,4.25,1.0,1.0,1.75,0.0,0.25,0.0,0.0,0.0,1.0,2.12,15.0,2.0,15.0
736,1503503601,7.5,11.0,6.5,2.5,2.33,2.0,4.5,1.25,2.0,1.0,7.0,1.5,10.0,65.0,2.0,15.0
737,1503503701,8.25,9.129999999999999,3.5,1.5,4.0,2.16,1.5,2.0,2.5,0.0,5.0,2.0,5.33,48.0,2.0,15.0
738,1503503804,6.0,8.0,0.25,0.0,6.25,2.5,1.75,0.0,0.0,0.0,4.0,0.25,1.0,13.0,1.0,15.0
739,1503900201,11.0,6.0,3.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,58.0,1.0,15.0
740,1503900302,9.25,3.0,1.0,3.0,5.0,9.33,2.0,0.0,1.0,0.0,0.0,2.0,17.0,,,
741,1503900701,3.25,6.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,2.0,2.0,5.0,77.0,1.0,15.0
742,1503900802,2.33,2.0,2.0,0.0,1.75,2.0,0.75,0.0,0.5,0.0,2.0,0.0,1.0,72.0,2.0,15.0
743,1503901102,23.83,6.0,3.75,0.0,5.87,8.75,5.0,1.0,2.0,4.25,2.5,1.5,13.33,65.0,2.0,15.0
744,1503901501,6.93,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.5,1.0,2.0,0.0,2.0,74.0,2.0,15.0
745,1503901601,11.5,7.0,2.5,1.0,2.0,1.5,2.25,1.0,2.0,0.0,3.0,2.0,1.5,,,
746,1503902302,9.0,6.0,3.0,2.8,3.5,4.33,7.5,0.5,0.0,0.0,1.0,0.0,3.0,42.0,1.0,15.0
747,1503902801,14.0,4.5,3.5,1.0,6.0,2.0,4.0,1.2,0.0,2.5,3.0,2.0,16.5,,,
748,1503902901,2.25,3.0,1.5,1.0,0.0,2.0,1.5,1.0,0.5,0.0,1.0,2.5,1.83,60.0,2.0,15.0
749,1503903003,14.19,11.5,16.5,6.0,8.14,3.5,1.79,2.0,0.25,1.0,5.0,3.0,10.5,20.0,1.0,15.0
750,1503903004,11.29,5.25,5.75,0.0,3.5,2.75,3.12,0.33,1.0,1.0,1.0,3.0,20.0,14.0,1.0,15.0
751,1503903101,3.84,2.29,1.08,0.0,2.16,5.96,2.25,0.0,0.5,1.0,1.0,1.0,5.9399999999999995,62.0,2.0,15.0
752,1505800202,16.0,15.0,12.25,5.0,4.0,6.75,2.5,3.0,4.0,8.0,5.0,6.5,18.0,49.0,1.0,15.0
753,1505800204,21.0,4.5,8.0,5.0,13.5,11.75,1.0,1.5,0.5,2.0,4.0,4.0,15.75,18.0,2.0,15.0
754,1505801601,5.0,5.0,2.5,1.0,1.0,1.5,0.0,1.0,0.0,0.0,5.0,2.0,3.0,,,
755,1505801603,8.0,8.0,1.0,0.0,6.5,2.5,3.5,1.0,1.0,0.0,7.0,2.0,14.5,15.0,1.0,15.0
756,1505802001,4.0,5.0,2.5,0.0,4.1,5.5,2.0,2.0,1.0,0.0,4.0,3.0,7.0,52.0,2.0,15.0
757,1505802802,5.25,5.0,3.5,2.0,5.0,2.0,0.75,1.0,3.0,4.0,4.0,1.0,5.0,,,
758,1505802805,10.0,12.0,2.0,0.0,4.5,8.0,4.0,1.0,5.0,0.0,3.0,2.0,6.0,,,
759,1505803601,9.25,4.5,2.5,1.0,3.5,8.25,2.0,1.0,0.0,0.0,4.0,1.0,17.25,67.0,2.0,15.0
760,1505803701,7.0,4.0,2.5,0.0,3.0,7.0,1.0,0.0,2.0,0.0,5.0,1.0,2.0,54.0,2.0,15.0
761,1505803902,9.25,3.0,3.76,2.0,5.0,7.0,0.75,1.5,0.0,2.0,7.0,1.0,12.0,,,
762,1505804402,14.0,8.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,0.0,3.5,5.0,12.0,47.0,1.0,15.0
763,1505805001,8.0,6.25,2.5,3.0,5.0,10.5,9.25,1.5,0.0,4.0,2.0,0.66,12.0,50.0,2.0,15.0
764,1505805101,9.0,11.0,2.0,2.0,2.25,9.0,6.5,0.5,0.0,1.0,1.0,1.0,7.0,24.0,2.0,15.0
765,1505805203,12.0,11.0,8.25,1.0,7.0,4.58,4.5,3.0,1.0,1.0,1.0,2.5,9.25,30.0,1.0,15.0
766,1505805704,9.0,2.75,9.0,3.0,11.25,1.5,3.5,0.25,1.0,0.0,4.0,2.0,5.58,15.0,2.0,15.0
767,1505806603,9.0,9.0,8.5,2.0,3.0,9.25,3.0,4.0,1.0,1.0,5.0,0.0,15.0,54.0,1.0,15.0
768,1505806701,8.25,8.0,11.5,0.0,5.0,3.0,0.0,3.0,2.0,2.0,14.0,2.5,15.5,47.0,2.0,15.0
769,1505806801,8.5,7.0,9.0,2.0,2.0,10.5,3.0,5.0,0.0,0.0,6.0,3.0,18.0,,,
770,1506800401,3.0,2.75,4.0,1.0,12.0,5.0,1.0,0.5,0.5,0.5,2.5,1.0,1.33,83.0,2.0,15.0
771,1506800502,5.75,4.0,1.5,1.0,6.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,2.0,15.0
772,1506800601,12.5,3.25,3.1,2.0,1.0,5.75,0.5,0.0,3.0,0.0,2.0,0.0,5.1899999999999995,40.0,1.0,15.0
773,1506800702,7.5,1.0,1.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,2.0,15.0
774,1506801104,13.0,5.0,9.5,0.0,12.0,14.0,6.66,1.0,1.0,0.0,2.0,0.5,5.5,26.0,2.0,15.0
775,1506802504,0.75,3.0,2.0,1.0,6.0,3.5,0.0,1.5,0.0,0.0,3.0,0.5,9.0,15.0,2.0,15.0
776,1506802602,4.0,2.0,1.5,0.0,0.0,3.0,1.0,0.5,2.0,0.0,5.0,1.75,2.0,50.0,2.0,15.0
777,1506802904,2.0,3.0,2.25,0.0,3.0,15.0,1.0,0.33,0.0,0.0,1.0,2.0,4.5,14.0,1.0,15.0
778,1506803201,4.75,5.0,2.5,0.5,2.0,5.0,2.0,0.5,1.0,0.0,0.0,1.0,7.0,31.0,2.0,15.0
779,1506803202,5.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,63.0,2.0,15.0
780,1506803801,8.0,8.33,4.5,0.0,5.0,2.25,1.0,2.0,0.5,0.0,2.0,1.0,3.66,55.0,1.0,15.0
781,1506803803,9.0,6.0,2.5,4.0,14.1,3.5,4.33,2.5,0.5,0.75,8.0,1.0,10.91,,,
782,1507400103,4.25,12.0,6.5,1.0,4.0,4.5,2.67,3.5,0.0,2.5,3.0,1.5,11.0,13.0,2.0,15.0
783,1507400303,8.0,4.0,3.5,1.0,7.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.5,,,
784,1507400603,4.0,7.0,3.75,1.0,4.0,7.2,4.0,0.0,2.0,0.0,1.0,2.0,14.66,13.0,2.0,15.0
785,1507401003,10.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.16,,,
786,1507401203,8.5,4.0,9.25,0.0,2.0,6.0,2.0,0.0,0.0,0.0,4.0,1.0,14.25,45.0,2.0,15.0
